id,employee_id,score,source,pulse_label,comment,trend,risk_band,source_signals,captured_at
engagement-emp-44-32,emp-44,59,manager_review,boost,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2026-02-15T10:00:00+00:00
engagement-emp-44-33,emp-44,56,survey,boost,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-03-15T10:00:00+00:00
engagement-emp-44-34,emp-44,52,manager_review,watch,Mesure mensuelle d'engagement.,-4,high,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-04-15T10:00:00+00:00
engagement-emp-44-35,emp-44,56,survey,engaged,Mesure mensuelle d'engagement.,4,medium,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-05-15T10:00:00+00:00
engagement-emp-44-36,emp-44,60,survey,boost,Mesure mensuelle d'engagement.,4,medium,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2026-06-15T10:00:00+00:00
engagement-emp-45-0,emp-45,90,pulse,watch,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2023-06-15T10:00:00+00:00
engagement-emp-45-1,emp-45,92,survey,watch,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-07-15T10:00:00+00:00
engagement-emp-45-2,emp-45,89,survey,stable,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-08-15T10:00:00+00:00
engagement-emp-45-3,emp-45,87,pulse,boost,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-09-15T10:00:00+00:00
engagement-emp-45-4,emp-45,91,survey,watch,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2023-10-15T10:00:00+00:00
engagement-emp-45-5,emp-45,94,manager_review,boost,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-11-15T10:00:00+00:00
engagement-emp-45-6,emp-45,92,manager_review,engaged,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2023-12-15T10:00:00+00:00
engagement-emp-45-7,emp-45,90,pulse,boost,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-01-15T10:00:00+00:00
engagement-emp-45-8,emp-45,91,survey,watch,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-02-15T10:00:00+00:00
engagement-emp-45-9,emp-45,92,manager_review,engaged,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-03-15T10:00:00+00:00
engagement-emp-45-10,emp-45,90,pulse,engaged,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-04-15T10:00:00+00:00
engagement-emp-45-11,emp-45,94,manager_review,watch,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-05-15T10:00:00+00:00
engagement-emp-45-12,emp-45,95,pulse,engaged,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-06-15T10:00:00+00:00
engagement-emp-45-13,emp-45,97,pulse,stable,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-07-15T10:00:00+00:00
engagement-emp-45-14,emp-45,98,manager_review,engaged,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-08-15T10:00:00+00:00
engagement-emp-45-15,emp-45,97,manager_review,boost,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-09-15T10:00:00+00:00
engagement-emp-45-16,emp-45,96,pulse,boost,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-10-15T10:00:00+00:00
engagement-emp-45-17,emp-45,94,pulse,boost,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-11-15T10:00:00+00:00
engagement-emp-45-18,emp-45,90,manager_review,watch,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-12-15T10:00:00+00:00
engagement-emp-45-19,emp-45,90,survey,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-01-15T10:00:00+00:00
engagement-emp-45-20,emp-45,90,survey,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-02-15T10:00:00+00:00
engagement-emp-45-21,emp-45,88,pulse,engaged,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-03-15T10:00:00+00:00
engagement-emp-45-22,emp-45,92,pulse,boost,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-04-15T10:00:00+00:00
engagement-emp-45-23,emp-45,90,pulse,boost,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-05-15T10:00:00+00:00
engagement-emp-45-24,emp-45,87,pulse,watch,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-06-15T10:00:00+00:00
engagement-emp-45-25,emp-45,90,pulse,watch,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-07-15T10:00:00+00:00
engagement-emp-45-26,emp-45,91,manager_review,stable,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-08-15T10:00:00+00:00
engagement-emp-45-27,emp-45,87,pulse,engaged,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-09-15T10:00:00+00:00
engagement-emp-45-28,emp-45,90,pulse,stable,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-10-15T10:00:00+00:00
engagement-emp-45-29,emp-45,88,survey,watch,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-11-15T10:00:00+00:00
engagement-emp-45-30,emp-45,84,pulse,boost,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-12-15T10:00:00+00:00
engagement-emp-45-31,emp-45,82,pulse,stable,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2026-01-15T10:00:00+00:00
engagement-emp-45-32,emp-45,83,manager_review,boost,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-02-15T10:00:00+00:00
engagement-emp-45-33,emp-45,80,pulse,watch,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2026-03-15T10:00:00+00:00
engagement-emp-45-34,emp-45,77,manager_review,watch,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2026-04-15T10:00:00+00:00
engagement-emp-45-35,emp-45,76,manager_review,boost,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2026-05-15T10:00:00+00:00
engagement-emp-45-36,emp-45,80,survey,stable,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2026-06-15T10:00:00+00:00
engagement-emp-46-0,emp-46,56,pulse,engaged,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-11-15T10:00:00+00:00
engagement-emp-46-1,emp-46,57,pulse,boost,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2023-12-15T10:00:00+00:00
engagement-emp-46-2,emp-46,58,survey,boost,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-01-15T10:00:00+00:00
engagement-emp-46-3,emp-46,57,manager_review,engaged,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-02-15T10:00:00+00:00
engagement-emp-46-4,emp-46,53,pulse,watch,Mesure mensuelle d'engagement.,-4,high,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-03-15T10:00:00+00:00
engagement-emp-46-5,emp-46,50,manager_review,boost,Mesure mensuelle d'engagement.,-3,high,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-04-15T10:00:00+00:00
engagement-emp-46-6,emp-46,52,manager_review,engaged,Mesure mensuelle d'engagement.,2,high,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-05-15T10:00:00+00:00
engagement-emp-46-7,emp-46,55,survey,boost,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2024-06-15T10:00:00+00:00
engagement-emp-46-8,emp-46,58,pulse,engaged,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-07-15T10:00:00+00:00
engagement-emp-46-9,emp-46,57,manager_review,boost,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-08-15T10:00:00+00:00
engagement-emp-46-10,emp-46,56,manager_review,stable,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-09-15T10:00:00+00:00
engagement-emp-46-11,emp-46,56,pulse,stable,Mesure mensuelle d'engagement.,0,medium,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-10-15T10:00:00+00:00
engagement-emp-46-12,emp-46,53,manager_review,engaged,Mesure mensuelle d'engagement.,-3,high,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-11-15T10:00:00+00:00
engagement-emp-46-13,emp-46,51,pulse,stable,Mesure mensuelle d'engagement.,-2,high,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-12-15T10:00:00+00:00
engagement-emp-46-14,emp-46,52,pulse,stable,Mesure mensuelle d'engagement.,1,high,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-01-15T10:00:00+00:00
engagement-emp-46-15,emp-46,53,pulse,stable,Mesure mensuelle d'engagement.,1,high,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-02-15T10:00:00+00:00
engagement-emp-46-16,emp-46,53,pulse,boost,Mesure mensuelle d'engagement.,0,high,"{""absences_30j"": 1, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-03-15T10:00:00+00:00
engagement-emp-46-17,emp-46,49,manager_review,boost,Mesure mensuelle d'engagement.,-4,high,"{""absences_30j"": 3, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-04-15T10:00:00+00:00
engagement-emp-46-18,emp-46,48,manager_review,watch,Mesure mensuelle d'engagement.,-1,high,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-05-15T10:00:00+00:00
engagement-emp-46-19,emp-46,44,manager_review,stable,Mesure mensuelle d'engagement.,-4,high,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-06-15T10:00:00+00:00
engagement-emp-46-20,emp-46,43,pulse,watch,Mesure mensuelle d'engagement.,-1,high,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-07-15T10:00:00+00:00
engagement-emp-46-21,emp-46,41,manager_review,boost,Mesure mensuelle d'engagement.,-2,high,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-08-15T10:00:00+00:00
engagement-emp-46-22,emp-46,38,manager_review,engaged,Mesure mensuelle d'engagement.,-3,high,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-09-15T10:00:00+00:00
engagement-emp-46-23,emp-46,41,manager_review,watch,Mesure mensuelle d'engagement.,3,high,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-10-15T10:00:00+00:00
engagement-emp-46-24,emp-46,45,survey,engaged,Mesure mensuelle d'engagement.,4,high,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-11-15T10:00:00+00:00
engagement-emp-46-25,emp-46,45,survey,stable,Mesure mensuelle d'engagement.,0,high,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-12-15T10:00:00+00:00
engagement-emp-46-26,emp-46,48,manager_review,watch,Mesure mensuelle d'engagement.,3,high,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-01-15T10:00:00+00:00
engagement-emp-46-27,emp-46,52,survey,boost,Mesure mensuelle d'engagement.,4,high,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2026-02-15T10:00:00+00:00
engagement-emp-46-28,emp-46,53,pulse,boost,Mesure mensuelle d'engagement.,1,high,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-03-15T10:00:00+00:00
engagement-emp-46-29,emp-46,51,manager_review,watch,Mesure mensuelle d'engagement.,-2,high,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2026-04-15T10:00:00+00:00
engagement-emp-46-30,emp-46,51,manager_review,engaged,Mesure mensuelle d'engagement.,0,high,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-05-15T10:00:00+00:00
engagement-emp-46-31,emp-46,54,manager_review,engaged,Mesure mensuelle d'engagement.,3,high,"{""absences_30j"": 1, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2026-06-15T10:00:00+00:00
engagement-emp-47-0,emp-47,67,manager_review,watch,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 1, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-02-15T10:00:00+00:00
engagement-emp-47-1,emp-47,64,pulse,watch,Mesure mensuelle d'engagement.,-3,medium,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-03-15T10:00:00+00:00
engagement-emp-47-2,emp-47,60,pulse,engaged,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2025-04-15T10:00:00+00:00
engagement-emp-47-3,emp-47,63,survey,watch,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-05-15T10:00:00+00:00
engagement-emp-47-4,emp-47,61,survey,stable,Mesure mensuelle d'engagement.,-2,medium,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-06-15T10:00:00+00:00
engagement-emp-47-5,emp-47,62,manager_review,engaged,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-07-15T10:00:00+00:00
engagement-emp-47-6,emp-47,63,survey,engaged,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-08-15T10:00:00+00:00
engagement-emp-47-7,emp-47,66,manager_review,engaged,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-09-15T10:00:00+00:00
engagement-emp-47-8,emp-47,69,manager_review,stable,Mesure mensuelle d'engagement.,3,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-10-15T10:00:00+00:00
engagement-emp-47-9,emp-47,73,pulse,engaged,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-11-15T10:00:00+00:00
engagement-emp-47-10,emp-47,69,manager_review,watch,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-12-15T10:00:00+00:00
engagement-emp-47-11,emp-47,68,manager_review,watch,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2026-01-15T10:00:00+00:00
engagement-emp-47-12,emp-47,70,survey,stable,Mesure mensuelle d'engagement.,2,medium,"{""absences_30j"": 0, ""overdue_tasks"": 0, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2026-02-15T10:00:00+00:00
engagement-emp-47-13,emp-47,69,pulse,engaged,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 2, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2026-03-15T10:00:00+00:00
engagement-emp-47-14,emp-47,70,survey,watch,Mesure mensuelle d'engagement.,1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2026-04-15T10:00:00+00:00
engagement-emp-47-15,emp-47,66,manager_review,watch,Mesure mensuelle d'engagement.,-4,medium,"{""absences_30j"": 2, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2026-05-15T10:00:00+00:00
engagement-emp-47-16,emp-47,65,manager_review,boost,Mesure mensuelle d'engagement.,-1,medium,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2026-06-15T10:00:00+00:00
engagement-emp-48-0,emp-48,88,survey,watch,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2023-06-15T10:00:00+00:00
engagement-emp-48-1,emp-48,84,manager_review,stable,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2023-07-15T10:00:00+00:00
engagement-emp-48-2,emp-48,85,pulse,boost,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2023-08-15T10:00:00+00:00
engagement-emp-48-3,emp-48,82,manager_review,stable,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2023-09-15T10:00:00+00:00
engagement-emp-48-4,emp-48,81,pulse,watch,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2023-10-15T10:00:00+00:00
engagement-emp-48-5,emp-48,85,manager_review,watch,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 3, ""overdue_tasks"": 3, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2023-11-15T10:00:00+00:00
engagement-emp-48-6,emp-48,86,manager_review,watch,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2023-12-15T10:00:00+00:00
engagement-emp-48-7,emp-48,86,pulse,stable,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-01-15T10:00:00+00:00
engagement-emp-48-8,emp-48,89,survey,engaged,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 3, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-02-15T10:00:00+00:00
engagement-emp-48-9,emp-48,89,survey,boost,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 3, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-03-15T10:00:00+00:00
engagement-emp-48-10,emp-48,91,manager_review,boost,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2024-04-15T10:00:00+00:00
engagement-emp-48-11,emp-48,91,pulse,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-05-15T10:00:00+00:00
engagement-emp-48-12,emp-48,93,pulse,boost,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-06-15T10:00:00+00:00
engagement-emp-48-13,emp-48,94,pulse,boost,Mesure mensuelle d'engagement.,1,low,"{""absences_30j"": 0, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2024-07-15T10:00:00+00:00
engagement-emp-48-14,emp-48,91,survey,boost,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-08-15T10:00:00+00:00
engagement-emp-48-15,emp-48,89,manager_review,engaged,Mesure mensuelle d'engagement.,-2,low,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2024-09-15T10:00:00+00:00
engagement-emp-48-16,emp-48,85,survey,stable,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 0, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-10-15T10:00:00+00:00
engagement-emp-48-17,emp-48,84,survey,engaged,Mesure mensuelle d'engagement.,-1,low,"{""absences_30j"": 3, ""overdue_tasks"": 2, ""mandatory_training_gap"": 1, ""active_projects"": 1}",2024-11-15T10:00:00+00:00
engagement-emp-48-18,emp-48,80,survey,watch,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 2, ""overdue_tasks"": 1, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2024-12-15T10:00:00+00:00
engagement-emp-48-19,emp-48,84,manager_review,engaged,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 2}",2025-01-15T10:00:00+00:00
engagement-emp-48-20,emp-48,81,survey,engaged,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 1, ""overdue_tasks"": 4, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-02-15T10:00:00+00:00
engagement-emp-48-21,emp-48,85,survey,boost,Mesure mensuelle d'engagement.,4,low,"{""absences_30j"": 1, ""overdue_tasks"": 1, ""mandatory_training_gap"": 1, ""active_projects"": 3}",2025-03-15T10:00:00+00:00
engagement-emp-48-22,emp-48,81,manager_review,boost,Mesure mensuelle d'engagement.,-4,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-04-15T10:00:00+00:00
engagement-emp-48-23,emp-48,84,survey,engaged,Mesure mensuelle d'engagement.,3,low,"{""absences_30j"": 0, ""overdue_tasks"": 3, ""mandatory_training_gap"": 0, ""active_projects"": 2}",2025-05-15T10:00:00+00:00
engagement-emp-48-24,emp-48,86,manager_review,engaged,Mesure mensuelle d'engagement.,2,low,"{""absences_30j"": 2, ""overdue_tasks"": 2, ""mandatory_training_gap"": 0, ""active_projects"": 1}",2025-06-15T10:00:00+00:00
engagement-emp-48-25,emp-48,86,pulse,engaged,Mesure mensuelle d'engagement.,0,low,"{""absences_30j"": 2, ""overdue_tasks"": 0, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-07-15T10:00:00+00:00
engagement-emp-48-26,emp-48,83,pulse,boost,Mesure mensuelle d'engagement.,-3,low,"{""absences_30j"": 0, ""overdue_tasks"": 4, ""mandatory_training_gap"": 0, ""active_projects"": 3}",2025-08-15T10:00:00+00:00
